,CONTROL,TUITFTE,INEXPFTE,AVGFACSAL,OPENADMP,ADM_RATE,SAT_AVG,ACTCMMID,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4_NOLOANNOPELL,FTFTPCTPELL,DEBT_MDN,C100_4_POOLED,C150_4_POOLED,MEDIAN_HH_INC,POVERTY_RATE,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PFTFAC,DEP_STAT_PCT_IND,REGION,DEBT_MDN_SUPP,UG25ABV,CDR3,CDR2,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10
4576,1,2524.0,3746.0,14291.0,2.0,0.9666,1097.0,22.0,17022.0,13688.0,36056.0,0.6466,0.4837,19000.0,0.3914,0.6102,80999.86,4.96000003814697,0.2552891396,0.1306577766,0.1356584177,0.1475830235,0.3308116425,0.6667,0.1018079241,1,19000,0.0929,0.023,0.032,61700,64900,67600
4577,1,9009.0,13367.0,14291.0,2.0,0.9208,1120.0,23.0,16868.0,13648.0,36016.0,0.5944,0.4408,19000.0,0.3521,0.5795,80999.86,4.96000003814697,0.2552891396,0.1306577766,0.1356584177,0.1475830235,0.3308116425,0.6667,0.1018079241,1,19000,0.1385,0.023,0.032,61700,64900,67600
4578,1,3669.0,5444.0,14291.0,2.0,0.782,1108.0,24.0,21620.0,13698.0,36066.0,0.6641,0.49,19000.0,0.3514,0.6586,80999.86,4.96000003814697,0.2552891396,0.1306577766,0.1356584177,0.1475830235,0.3308116425,0.6667,0.1018079241,1,19000,0.1303,0.023,0.032,61700,64900,67600
4579,3,6531.0,2708.0,3523.0,1.0,,,,,9450.0,9450.0,0.2,0.0,14055.0,0.2308,0.45,,,0.3134328358,0.28358208960000003,0.223880597,,,1.0,,5,14055,0.9357,0.016,,,,
4582,2,16503.0,11300.0,8061.0,,,,,,,,,,22026.0,,,64098.01,6.8899998664855895,0.2665520206,0.1349957008,0.1616509028,0.1779879622,0.2588134136,0.9565,0.331900258,8,22026,0.3837,0.025,0.027999999999999997,58100,61300,60600
4583,2,14095.0,9651.0,9305.0,,,,,,,,,,22026.0,,,64098.01,6.8899998664855895,0.2665520206,0.1349957008,0.1616509028,0.1779879622,0.2588134136,1.0,0.331900258,8,22026,0.8812,0.025,0.027999999999999997,58100,61300,60600
4595,2,7655.0,2543.0,3256.0,1.0,,,,33287.0,16972.0,16972.0,0.1783,0.6207,9246.0,0.1404,0.1733,60842.94,7.09000015258789,0.7818680406,0.1188299817,0.0621572212,0.0246800731,0.0124646834,0.1429,0.8545786937000001,7,9246,0.7833,0.185,0.218,30200,38800,39200
4603,3,14565.0,890.0,6169.0,1.0,,,,20773.0,12070.0,12070.0,0.1111,0.7532,9500.0,0.1299,0.1632,58772.86,10.149999618530199,0.8090752917,0.1127895267,0.051477993,0.0172383153,0.0094188733,,0.9115573722,5,9500,0.8256,0.192,0.14800000000000002,33700,47700,67200
4614,2,15046.0,6932.0,8590.0,2.0,0.8677,,,45798.0,32441.0,32441.0,0.73,0.4704,15250.0,0.4446,0.6106,68856.12,7.849999904632571,0.3760445682,0.1662831537,0.1469056558,0.1288603609,0.18190626140000002,1.0,0.1410924064,7,15250,0.1538,0.07,0.077,37200,41900,46100
4617,2,5670.0,1812.0,4512.0,,,,,,,,,,,,,,,,,,,,0.75,,5,PrivacySuppressed,0.7442,0.018000000000000002,0.026000000000000002,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4624,2,10101.0,3638.0,,1.0,,,,19100.0,12400.0,12400.0,0.0909,1.0,21250.0,0.2631,0.5263,59794.11,8.47000026702881,0.5339805825,0.1650485437,0.1553398058,,,,0.7281553398,6,21250,0.7440000000000001,0.11699999999999999,0.13699999999999998,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4628,2,12767.0,3381.0,7767.0,2.0,0.2182,1071.0,23.0,26808.0,15000.0,15000.0,0.6,0.3333,16500.0,0.1,0.2703,68510.99,8.0,0.4243697479,0.2016806723,0.12605042019999999,0.1596638655,0.0882352941,0.1571,0.5966386555,6,16500,0.4925,0.114,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4636,2,5687.0,6956.0,2875.0,2.0,0.8,,,11151.0,5428.0,5428.0,0.5,1.0,,0.0,0.3548,,,,,,,,,0.303030303,9,PrivacySuppressed,0.3396,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4651,2,,,,2.0,0.9839,1247.0,26.0,,12800.0,12800.0,0.6364,0.0,,0.4348,0.7,,,,,,,,,,7,,0.0426,,,,,
4653,2,5617.0,9648.0,6143.0,,,,,,,,,,18000.0,,,70203.93,6.610000133514401,0.34905660380000003,0.1320754717,0.1509433962,0.1509433962,0.2169811321,1.0,0.14150943400000002,1,18000,1.0,0.055999999999999994,0.047,PrivacySuppressed,PrivacySuppressed,38900
4656,3,19022.0,3715.0,,1.0,,,,,6075.0,6075.0,,,12902.0,0.0,0.3333,60277.72,7.57999992370605,0.7042106829000001,0.15265585480000002,0.0858503199,0.0397262312,0.0175569112,,0.9074542479000001,4,12902,0.6678,0.2,0.149,29400,42500,56600
4657,3,212493.0,23166.0,6125.0,1.0,,,,23805.0,15000.0,15000.0,0.0,1.0,12902.0,0.0,0.0,60277.72,7.57999992370605,0.7042106829000001,0.15265585480000002,0.0858503199,0.0397262312,0.0175569112,,0.9074542479000001,6,12902,0.9018,0.2,0.149,29400,42500,56600
4659,2,18319.0,4801.0,5773.0,1.0,,,,34532.0,21700.0,21700.0,0.5,0.5306,15375.0,0.0968,0.28,86049.97,5.170000076293941,0.6456456456,0.1411411411,0.12012012009999999,0.042042042,0.0510510511,0.1538,0.8108108108,2,15375,0.6786,0.184,0.057,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4661,1,4290.0,3968.0,10748.0,2.0,0.7799,1160.0,24.0,23702.0,10158.0,29403.0,,0.3902,17000.0,,,60312.67,7.5,0.36473062990000005,0.1500525885,0.157765572,0.1322893537,0.19516185579999998,0.7619,0.3461493514,8,17000,0.4524,0.039,0.037000000000000005,54900,56200,58400
4683,2,6267.0,3530.0,2840.0,1.0,,,,12120.0,5100.0,5100.0,0.9706,0.7761,26170.0,0.3454,0.9364,65610.13,8.07999992370605,0.8141809291,0.09779951099999999,0.046454767699999996,,,0.5909,0.9608801956,5,26170,0.9783,0.198,0.126,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4687,2,4350.0,5744.0,6934.0,2.0,,,,,12500.0,12500.0,,,,,,54851.5,12.1599998474121,0.7368421053,,,,,0.8182,0.44736842109999997,2,PrivacySuppressed,0.1183,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4693,2,5947.0,1328.0,,1.0,,,,12206.0,4220.0,4220.0,,0.9286,,0.0,0.3409,22787.74,42.2700004577636,0.8066666667,0.1066666667,,,,0.0,0.8933333333,9,PrivacySuppressed,0.8636,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4701,1,3599.0,5174.0,7669.0,2.0,0.8134,,,19549.0,5438.0,17458.0,0.1923,0.4848,12574.0,0.0329,0.1699,68050.29,6.38000011444091,0.4534574468,0.2287234043,0.17686170210000002,0.0804521277,0.0605053191,1.0,0.585106383,8,12574,0.4891,0.085,0.051,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4702,1,4677.0,8468.0,9690.0,2.0,0.7834,,,25531.0,6817.0,18697.0,0.5839,0.5323,12500.0,0.2459,0.569,78662.36,7.300000190734861,0.5126817721,0.1887047683,0.1369631383,0.0727088265,0.0889414948,0.5402,0.3205951978,8,12500,0.2196,0.031,0.035,47700,54600,54800
4703,2,16145.0,31912.0,12323.0,2.0,0.1572,1522.0,35.0,70289.0,53736.0,53736.0,0.9455,0.1222,15629.0,0.7853,0.9202,,,0.16923076920000002,,0.16923076920000002,,0.4153846154,0.8167,,1,15629,0.0079,0.0,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4707,3,5577.0,2188.0,,,,,,,,,0.2857,,18500.0,0.0,0.1184,62086.89,9.600000381469721,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,3,18500,0.9478,0.12300000000000001,0.14300000000000002,39900,54000,76300
4721,3,25665.0,13052.0,,1.0,,,,30892.0,15804.0,15804.0,0.4,0.25,13002.0,0.1667,0.5,78717.65,8.89999961853027,0.527027027,0.2702702703,,,,,0.8243243243,5,13002,0.2973,0.20199999999999999,0.111,PrivacySuppressed,54200,PrivacySuppressed
4723,3,36106.0,15929.0,6104.0,1.0,,,,16623.0,15000.0,15000.0,0.0,0.0,12902.0,0.0,0.0953,60277.72,7.57999992370605,0.7042106829000001,0.15265585480000002,0.0858503199,0.0397262312,0.0175569112,,0.9074542479000001,4,12902,0.8213,0.2,0.149,29400,42500,56600
4731,2,30240.0,4913.0,,,,,,,,,,,38999.0,,,65518.03,6.94000005722046,,,,,,,,8,PrivacySuppressed,0.8966,0.033,0.026000000000000002,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4737,2,5923.0,3129.0,3047.0,1.0,,,,20816.0,7875.0,7875.0,0.7143,0.1765,9207.0,0.5333,0.7647,60716.89,10.550000190734801,0.44,,,,,0.3488,,8,9207,0.75,0.11199999999999999,0.055,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4738,2,6902.0,2586.0,1589.0,2.0,0.25,,,12130.0,6570.0,6570.0,,0.3333,,0.2727,0.5455,50394.96,10.270000457763599,,,,,,,,6,PrivacySuppressed,0.5641,0.5,0.057999999999999996,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4754,3,31208.0,10149.0,8461.0,2.0,0.9231,,,46558.0,34835.0,34835.0,,0.6667,24464.0,0.3877,0.4231,63221.34,13.550000190734801,0.49016574590000006,0.1779005525,0.1379005525,0.0901657459,0.1038674033,0.2216,0.6634254144,8,24464,0.597,0.026000000000000002,0.01,PrivacySuppressed,64000,PrivacySuppressed
4755,2,16254.0,5664.0,500.0,1.0,,,,22878.0,13525.0,13525.0,1.0,0.2,,0.0,0.5833,75055.12,5.550000190734861,,,,,,,,5,PrivacySuppressed,0.4419,0.057,0.04,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4757,3,24187.0,9777.0,9030.0,2.0,0.5665,1282.0,28.0,44088.0,31340.0,31340.0,0.5205,0.2578,20750.0,0.3062,0.4495,70283.94,6.610000133514401,0.2915531335,0.11171662130000001,0.1662125341,0.1307901907,0.2997275204,0.5,0.18801089920000003,8,20750,0.2062,0.035,0.009000000000000001,79700,83100,84400
4760,2,2712.0,1022.0,3141.0,1.0,,,,9945.0,5925.0,5925.0,,1.0,3681.0,0.1512,0.6377,21613.69,43.25,0.9356127886,0.0492895204,,,,0.9833,0.5408525755,9,3681,0.6028,0.071,,21300,PrivacySuppressed,PrivacySuppressed
4771,3,11854.0,1782.0,6504.0,1.0,,,,,13380.0,13380.0,,0.0,12667.0,0.1111,0.2667,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1039,0.9163154523,5,12667,0.8367,0.10400000000000001,0.105,39500,54200,74700
4772,3,12968.0,1954.0,7184.0,1.0,,,,,13380.0,13380.0,0.25,,12667.0,0.087,0.0909,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1,0.9163154523,2,12667,0.8362,0.10400000000000001,0.105,39500,54200,74700
4778,3,17600.0,2748.0,6267.0,,,,,,,,,,13687.0,,,63198.11,7.05999994277954,0.6326530612,0.1734693878,,,,0.2627,,8,13687,0.9438,0.054000000000000006,0.059000000000000004,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4794,2,5418.0,7715.0,4481.0,1.0,,,,14461.0,6240.0,6240.0,0.0556,0.7273,,0.0746,0.2572,47253.12,16.2700004577636,0.5802469136,0.20987654320000002,,,,0.2647,0.5432098765,6,PrivacySuppressed,0.565,0.102,0.1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4796,2,8772.0,2960.0,9805.0,2.0,0.7636,,,17875.0,9500.0,9500.0,0.3158,0.1389,,0.1686,0.191,52100.3,16.0499992370605,,,,,,,,2,PrivacySuppressed,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4814,2,6456.0,4991.0,2419.0,1.0,,,,,10368.0,10368.0,0.0,0.0,16750.0,0.0606,0.1842,62379.52,9.02000045776367,0.6379310345,0.1724137931,,,,,,5,16750,0.9231,0.196,0.052000000000000005,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4825,2,5413.0,2852.0,7291.0,,,,,,,,,,15750.0,,,63843.09,7.170000076293941,0.3007352941,0.15,0.1544117647,0.14558823529999998,0.2492647059,0.2927,0.1808823529,5,15750,0.5660000000000001,0.019,0.05,37300,43900,43900
4826,3,13805.0,1773.0,5737.0,1.0,,,,17087.0,11937.0,11937.0,0.075,0.7627,9500.0,0.1305,0.1982,58772.86,10.149999618530199,0.8090752917,0.1127895267,0.051477993,0.0172383153,0.0094188733,,0.9115573722,6,9500,0.8509,0.192,0.14800000000000002,33700,47700,67200
4828,3,17879.0,4056.0,6718.0,1.0,,,,22290.0,14640.0,14640.0,0.4286,0.5,9500.0,0.3043,0.3333,58772.86,10.149999618530199,0.8090752917,0.1127895267,0.051477993,0.0172383153,0.0094188733,,0.9115573722,6,9500,0.6702,0.192,0.14800000000000002,33700,47700,67200
4829,1,9399.0,9530.0,11225.0,2.0,0.6617,1123.0,23.0,34517.0,13538.0,42530.0,0.7062,0.6651,12750.0,0.3529,0.6529,76621.08,8.539999961853018,0.4306915999,0.2211338676,0.19590382899999997,0.0860789552,0.0661917483,0.9102,0.041555357700000004,8,12750,0.0195,0.028999999999999998,0.064,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4835,2,2723.0,1940.0,5329.0,2.0,0.2105,,,18440.0,5760.0,5760.0,,0.6667,13750.0,,,49478.5,9.199999809265131,0.3984716157,0.1746724891,0.18831877730000002,0.1479257642,0.0906113537,1.0,0.567139738,4,13750,0.3458,0.075,0.071,36600,38500,43800
4836,3,9025.0,5161.0,,,,,,,,,0.0,0.75,18500.0,0.0124,0.0926,62086.89,9.600000381469721,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,2,18500,0.9279,0.12300000000000001,0.14300000000000002,39900,54000,76300
4844,3,18789.0,5477.0,9338.0,2.0,0.8408,,,33452.0,24750.0,24750.0,0.0,0.6374,22645.0,0.5521,0.6042,65341.88,8.039999961853018,0.329153605,0.2006269592,0.1630094044,0.1661442006,0.1410658307,0.6923,0.0752351097,7,22645,0.0372,0.066,0.027999999999999997,70300,79400,76000
4845,2,15627.0,7200.0,9343.0,2.0,0.8569,,,47543.0,32441.0,32441.0,0.6628,0.6567,15250.0,0.4065,0.569,68856.12,7.849999904632571,0.3760445682,0.1662831537,0.1469056558,0.1288603609,0.18190626140000002,1.0,0.1410924064,5,15250,0.0666,0.07,0.077,37200,41900,46100
4846,2,43171.0,19670.0,10094.0,,,,,,,,,,25000.0,,,,,0.5395480226,0.2146892655,0.10451977400000001,0.0677966102,0.0734463277,0.5064,0.8192090395,8,25000,0.6772,0.01,0.026000000000000002,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4859,2,7898.0,8397.0,7578.0,2.0,0.8295,1169.0,24.0,34484.0,20850.0,20850.0,0.5897,0.2686,13683.0,0.4619,0.5509,72612.62,5.88000011444091,0.19486081370000002,0.1284796574,0.1177730193,0.2012847966,0.35760171310000005,1.0,0.025695931499999998,5,13683,0.0261,0.043,0.10400000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4869,2,8860.0,4414.0,1333.0,2.0,0.6972,,,28522.0,15140.0,15140.0,0.0,0.6667,5884.0,0.1277,0.1728,50250.04,10.869999885559,0.49295774649999996,0.2018779343,0.0985915493,0.1408450704,0.0657276995,0.2714,0.3286384977,5,5884,0.1897,0.25,0.142,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4877,2,6299.0,2698.0,467.0,1.0,,,,,5400.0,5400.0,0.0,,,0.25,0.5,,,,,,,,,,2,PrivacySuppressed,1.0,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4886,2,11481.0,5295.0,2671.0,1.0,,,,19428.0,12000.0,12000.0,0.6557,0.7841,,0.0,0.8143,57817.11,24.8700008392334,0.7859237537,0.1070381232,0.0894428152,,,1.0,0.1524926686,2,PrivacySuppressed,,,,32900,PrivacySuppressed,PrivacySuppressed
4887,2,15180.0,4710.0,9114.0,1.0,,,,34757.0,23900.0,23900.0,0.7222,0.6683,10300.0,0.2685,0.3565,,,0.49664429530000004,0.1879194631,0.1208053691,0.1174496644,0.0771812081,0.3237,0.1677852349,2,10300,0.0648,0.18899999999999997,0.126,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4888,2,9017.0,6692.0,4051.0,1.0,,,,33025.0,16972.0,16972.0,0.25,0.625,9246.0,0.2381,0.2632,60842.94,7.09000015258789,0.7818680406,0.1188299817,0.0621572212,0.0246800731,0.0124646834,,0.8545786937000001,7,9246,0.6667,0.185,0.218,30200,38800,39200
4893,3,10871.0,6836.0,6556.0,1.0,,,,,10800.0,10800.0,,0.0,12500.0,0.0,0.0,63190.95,10.3800001144409,0.7021276595999999,0.19148936170000003,,,,1.0,,8,12500,0.9596,0.106,0.027999999999999997,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4903,3,14361.0,3933.0,4282.0,1.0,,,,32771.0,26079.0,26079.0,0.1923,0.5294,18750.0,0.622,0.6378,77113.97,8.130000114440909,0.5367088608,0.146835443,0.10126582279999999,0.10632911390000001,0.10886075949999999,1.0,0.4810126582,8,18750,0.4145,0.154,0.099,56900,PrivacySuppressed,PrivacySuppressed
4909,1,3462.0,6558.0,6951.0,1.0,,,,17760.0,5634.0,16348.0,0.1983,0.6176,8685.0,0.0306,0.158,,,0.5147102526,0.1943536404,0.1395245171,0.0845468053,0.0668647845,0.6944,0.23907875190000002,5,8685,0.19699999999999998,0.134,0.11900000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4929,2,5656.0,2958.0,2959.0,2.0,0.6599,,,27296.0,9964.0,9964.0,0.25,0.6444,12485.0,0.3874,0.4594,,,0.49100257070000003,0.205655527,0.1722365039,0.0899742931,0.0411311054,0.2857,0.5295629820000001,8,12485,0.5371,0.23399999999999999,0.068,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4942,3,18934.0,5285.0,8500.0,,,,,,,,,,31750.0,,,,,0.4615384615,0.1538461538,0.1666666667,,,,0.6923076923,7,31750,0.2672,0.0,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4946,2,10087.0,8759.0,5825.0,1.0,,,,,11370.0,11370.0,,0.0,17916.0,,,,,0.2791625125,0.1385842473,0.1635094716,0.2043868395,0.21435692920000002,0.1322,0.3549351944,4,17916,0.8261,0.057,0.019,44100,46500,53700
4961,1,4998.0,6510.0,9574.0,2.0,0.3865,1188.0,25.0,19849.0,5821.0,16736.0,0.3484,0.434,15500.0,0.1955,0.3458,,,0.4572891772,0.1783543872,0.1472174804,0.10221918740000001,0.11491976779999999,0.564,0.2723796518,5,15500,0.2781,0.012,0.054000000000000006,47000,49200,49800
4963,1,12487.0,9185.0,9177.0,2.0,0.8062,1162.0,23.0,25851.0,10822.0,28336.0,0.7734,0.4031,14271.0,0.57,0.6745,,,0.42419833079999997,0.1718097957,0.1433395563,0.1075938941,0.153058423,0.5393,0.4304304854,6,14271,0.1629,0.062,,53100,55400,58500
4967,3,13580.0,2241.0,6885.0,1.0,,,,,13380.0,13380.0,0.25,0.0,12667.0,0.1304,0.2703,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.0826,0.9163154523,5,12667,0.9085,0.10400000000000001,0.105,39500,54200,74700
4972,2,3677.0,1385.0,3333.0,1.0,,,,11268.0,7495.0,7495.0,,1.0,3681.0,0.04,0.654,,,0.9356127886,0.0492895204,,,,,0.5408525755,9,3681,0.7328,0.071,,21300,PrivacySuppressed,PrivacySuppressed
4976,3,7802.0,1971.0,5137.0,1.0,,,,16157.0,6880.0,6880.0,0.5766,0.7857,9500.0,0.2366,0.41700000000000004,,,0.6093577475,0.2142068458,0.1147865293,0.0411299227,0.0205189547,0.191,0.9493927126,5,9500,0.8331,0.185,0.10400000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4994,2,8571.0,5227.0,4600.0,2.0,0.5965,,,16000.0,6400.0,6400.0,0.25,0.3929,,0.0,0.1786,,,0.5,,,,,,0.3571428571,2,PrivacySuppressed,0.1333,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5001,2,15424.0,15350.0,4413.0,2.0,1.0,1060.0,19.0,30632.0,19500.0,19500.0,0.0,0.4483,12876.0,0.3111,0.3478,,,0.4246575342,0.20547945210000002,0.1506849315,,,0.3158,0.2739726027,5,12876,0.2177,0.111,0.024,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5008,2,17105.0,14758.0,7034.0,1.0,,,,20634.0,12592.0,12592.0,0.4167,0.6739,9500.0,0.2258,0.4839,,,0.6153846154,,,,,1.0,,8,9500,0.1123,0.09300000000000001,0.055,,,
5010,3,11273.0,5594.0,6953.0,1.0,,,,27020.0,17014.0,17014.0,0.3333,0.8571,12667.0,0.1143,0.2222,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,0.3306,0.7848433291,5,12667,0.7145,0.11599999999999999,0.174,32200,42100,61700
5013,2,9651.0,5115.0,5454.0,2.0,0.3333,,,28650.0,11520.0,11520.0,,0.0,17750.0,,,,,0.369592089,0.18788627940000002,0.1668726823,0.1532756489,0.1223733004,1.0,0.3312731768,5,17750,0.8808,0.08199999999999999,0.075,37000,47500,58500
5025,3,12774.0,1964.0,8625.0,1.0,,,,,13380.0,13380.0,,,12667.0,,,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,,0.9163154523,2,12667,0.8839,0.10400000000000001,0.105,39500,54200,74700
5027,3,12912.0,1703.0,7369.0,1.0,,,,27879.0,13380.0,13380.0,,1.0,12667.0,0.0,0.0833,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1667,0.9163154523,5,12667,0.8709,0.10400000000000001,0.105,39500,54200,74700
5041,3,6515.0,1597.0,4624.0,1.0,,,,13937.0,5535.0,5535.0,0.2538,0.6714,12500.0,0.1411,0.2683,,,0.40802675590000004,0.22338350059999998,0.1962095875,0.11524526199999999,0.0571348941,0.3417,0.9307413601000001,5,12500,0.9268,0.096,0.046,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5044,3,7737.0,1487.0,6112.0,2.0,0.6853,,,17912.0,9240.0,9240.0,0.25,0.5698,4750.0,0.1729,0.2186,,,0.6214733542,0.1982758621,0.112460815,0.0454545455,0.0223354232,0.1017,0.9580721003,8,4750,0.8813,0.043,0.013000000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5068,2,6859.0,6358.0,3920.0,2.0,0.75,,,28490.0,10900.0,10900.0,0.0,0.4286,,0.0,0.3333,,,,,,,,,0.44827586210000003,2,PrivacySuppressed,0.3721,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5069,2,14096.0,6376.0,4317.0,2.0,0.6237,,,18693.0,12250.0,12250.0,0.3333,0.4828,,0.10099999999999999,0.1515,,,0.46969696969999997,0.3636363636,,,,,,2,PrivacySuppressed,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5070,2,10685.0,2883.0,5000.0,2.0,0.9545,,,13400.0,10200.0,10200.0,0.0,0.9747,,0.0,0.4325,,,0.8440677966,0.08474576269999999,,,,1.0,0.2338983051,2,PrivacySuppressed,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5087,1,5195.0,5982.0,9083.0,2.0,0.3243,1225.0,26.0,13043.0,5587.0,16501.0,,0.3969,15500.0,,,,,0.4572891772,0.1783543872,0.1472174804,0.10221918740000001,0.11491976779999999,0.6061,0.2723796518,5,15500,0.4398,0.012,0.054000000000000006,47000,49200,49800
5091,3,7579.0,3166.0,4797.0,1.0,,,,29767.0,17568.0,17568.0,0.2258,0.6875,14500.0,0.1543,0.2034,,,0.5917857143,0.1646428571,0.1160714286,0.0653571429,0.0621428571,0.0278,0.47035714289999997,6,14500,0.406,0.16699999999999998,0.16399999999999998,35100,39800,44800
5107,3,12702.0,1850.0,7979.0,1.0,,,,27879.0,13380.0,13380.0,0.3333,0.5556,12667.0,0.1875,0.1429,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1648,0.9163154523,5,12667,0.8435,0.10400000000000001,0.105,39500,54200,74700
5108,3,13080.0,2202.0,7799.0,1.0,,,,27879.0,13380.0,13380.0,0.0,0.6667,12667.0,0.0,0.0,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1429,0.9163154523,2,12667,0.8679,0.10400000000000001,0.105,39500,54200,74700
5112,2,13771.0,13047.0,9477.0,2.0,0.5382,1237.0,27.0,56349.0,36450.0,36450.0,0.5517,0.3289,12000.0,0.442,0.5138,,,0.2727272727,0.1704545455,0.1590909091,0.1174242424,0.28030303030000003,0.6304,0.0606060606,2,12000,0.0144,0.048,0.037000000000000005,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5113,3,16506.0,2318.0,7672.0,2.0,0.775,,,29343.0,19375.0,19375.0,1.0,0.5,17838.0,0.4706,0.5,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.0766,0.8631780822,3,17838,0.8873,0.035,0.039,46100,63700,67200
5114,3,23485.0,7588.0,6549.0,2.0,0.7059,,,33274.0,19375.0,19375.0,0.0,0.6,17838.0,0.2941,0.3921,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.1584,0.8631780822,3,17838,0.5821,0.035,0.039,46100,63700,67200
5115,3,24707.0,5994.0,6981.0,2.0,0.2727,,,35162.0,19375.0,19375.0,1.0,0.6667,17838.0,0.6364,0.7273,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.1789,0.8631780822,6,17838,0.5954,0.035,0.039,46100,63700,67200
5122,2,71589.0,18609.0,6717.0,2.0,0.9667,,,,,,,,12500.0,,,,,0.3986928105,0.1869281046,0.1810457516,0.12222222220000001,0.11111111109999999,1.0,0.6496732025999999,4,12500,0.828,0.068,0.06,40900,46800,57800
5126,3,6036.0,705.0,,,,,,,,,,,12500.0,,,,,,,,,,0.1719,,7,PrivacySuppressed,0.875,0.051,0.03,,,
5136,3,6360.0,1168.0,4670.0,1.0,,,,17127.0,3920.0,3920.0,0.3333,1.0,8292.0,0.0909,0.2,,,0.700729927,0.1386861314,0.0948905109,,,1.0,0.9245742092,7,8292,0.9393,0.08800000000000001,0.0,,,
5139,3,19289.0,6651.0,5875.0,,,,,,,,,,27159.0,,,,,0.4804088586,0.18398637140000001,0.11413969339999999,0.0936967632,0.1277683135,0.1307,0.7955706985,7,27159,0.6432,0.01,0.015,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5170,2,7150.0,3510.0,2489.0,2.0,0.9529,,,27040.0,9200.0,9200.0,0.2593,0.9242,,0.0,0.4328,,,0.8269230769,,,,,,0.1217948718,2,PrivacySuppressed,0.0048,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5186,2,28643.0,10855.0,7678.0,2.0,0.3419,,,,14738.0,14738.0,,0.0,4750.0,,,,,0.6256157635,0.1921182266,0.0935960591,,,0.7407,0.8374384236,8,4750,0.7536,0.043,0.031,,,
